date,fund,company,ticker,cusip,shares,market value($),weight(%)
2021-03-17,ARKF,SQUARE INC - A,SQ,852234103,1841233.00,448082462.88,10.39
2021-03-17,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,914340.00,227954105.40,5.29
2021-03-17,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1322232.00,207114420.48,4.80
2021-03-17,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1384545.00,202378942.65,4.69
2021-03-17,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1447908.00,166017131.28,3.85
2021-03-17,ARKF,SEA LTD-ADR,SE,81141R100,668579.00,156086453.34,3.62
2021-03-17,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,2084132.00,153788100.28,3.57
2021-03-17,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1856561.00,151588205.65,3.52
2021-03-17,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,128450.00,146840186.50,3.41
2021-03-17,ARKF,ADYEN NV,ADYEN,BZ1HM42,57195.00,135580294.32,3.15
2021-03-17,ARKF,YEAHKA LTD,9923,BL58D39,12425600.00,130976865.42,3.04
2021-03-17,ARKF,MERCADOLIBRE INC,MELI,58733R102,77928.00,120826584.72,2.80
2021-03-17,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,17210326.00,117690703.23,2.73
2021-03-17,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,4284350.00,117305503.00,2.72
2021-03-17,ARKF,SNAP INC - A,SNAP,83304A106,1863038.00,115936854.74,2.69
2021-03-17,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,491602.00,111559241.86,2.59
2021-03-17,ARKF,TWILIO INC - A,TWLO,90138F102,291681.00,108861182.82,2.53
2021-03-17,ARKF,MEITUAN-CLASS B,3690,BGJW376,2270982.00,96396093.65,2.24
2021-03-17,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,304615.00,85072877.20,1.97
2021-03-17,ARKF,DOCUSIGN INC,DOCU,256163106,395127.00,83442919.86,1.94
2021-03-17,ARKF,APPLE INC,AAPL,037833100,666586.00,83703204.02,1.94
2021-03-17,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,322928.00,83031247.36,1.93
2021-03-17,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1328855.00,82123239.00,1.91
2021-03-17,ARKF,Z HOLDINGS CORP,4689,6084848,14241030.00,80757538.45,1.87
2021-03-17,ARKF,INTUIT INC,INTU,461202103,197274.00,78006085.08,1.81
2021-03-17,ARKF,AMAZON.COM INC,AMZN,023135106,24355.00,75302250.30,1.75
2021-03-17,ARKF,JD.COM INC-ADR,JD,47215P106,802202.00,68796843.52,1.60
2021-03-17,ARKF,PINDUODUO INC-ADR,PDD,722304102,349215.00,56185201.35,1.30
2021-03-17,ARKF,TELADOC HEALTH INC,TDOC,87918A105,279667.00,55586612.92,1.29
2021-03-17,ARKF,KE HOLDINGS INC,BEKE,482497104,837800.00,54708340.00,1.27
2021-03-17,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3982100.00,52257049.58,1.21
2021-03-17,ARKF,DISCOVERY LTD,DSY,6177878,5409259.00,51293977.24,1.19
2021-03-17,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,703289.00,46044330.83,1.07
2021-03-17,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,539828.00,44444039.24,1.03
2021-03-17,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,634998.00,42633765.72,0.99
2021-03-17,ARKF,LENDINGCLUB CORP,LC,52603A208,2381906.00,42683755.52,0.99
2021-03-17,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,403907.00,42474860.12,0.99
2021-03-17,ARKF,NVIDIA CORP,NVDA,67066G104,78200.00,41575030.00,0.96
2021-03-17,ARKF,BASE INC,4477,BKRQ8Q2,450400.00,40336795.74,0.94
2021-03-17,ARKF,LENDINGTREE INC,TREE UW,52603B107,154879.00,35640755.48,0.83
2021-03-17,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,137795.00,20917281.00,0.49
2021-03-17,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,32763.00,16935522.33,0.39
2021-03-17,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,150715.00,11002195.00,0.26
2021-03-17,ARKF,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,7202773.26,7202773.26,0.17
2021-03-17,ARKF,SPLUNK INC,SPLK,848637104,6249.00,868798.47,0.02
2021-03-17,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,8824.00,622282.41,0.01
2021-03-17,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,2538.00,438997.86,0.01
2021-03-17,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3577626.00,711088943.76,7.12
2021-03-17,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,14598852.00,488185610.88,4.89
2021-03-17,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,3721302.00,486113680.26,4.87
2021-03-17,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,949486.00,457813664.62,4.58
2021-03-17,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3096657.00,431457219.81,4.32
2021-03-17,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1841204.00,403205263.96,4.04
2021-03-17,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,4600098.00,395654428.98,3.96
2021-03-17,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,19753327.00,373535413.57,3.74
2021-03-17,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,8770032.00,367990542.72,3.68
