date,fund,company,ticker,cusip,shares,market value($),weight(%)
2021-02-03,ARKF,SQUARE INC - A,SQ,852234103,1194298.00,272228286.12,8.88
2021-02-03,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1574063.00,147961922.00,4.82
2021-02-03,ARKF,ZILLOW GROUP INC - C,Z,98954M200,914975.00,132479230.25,4.32
2021-02-03,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1571286.00,121209002.04,3.95
2021-02-03,ARKF,MERCADOLIBRE INC,MELI,58733R102,64096.00,119892849.92,3.91
2021-02-03,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1011133.00,116583634.90,3.80
2021-02-03,ARKF,SEA LTD-ADR,SE,81141R100,463554.00,112893941.16,3.68
2021-02-03,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,433009.00,109074967.10,3.56
2021-02-03,ARKF,ADYEN NV,ADYEN,BZ1HM42,43674.00,95800286.37,3.12
2021-02-03,ARKF,MEITUAN-CLASS B,3690,BGJW376,1759486.00,94019028.98,3.07
2021-02-03,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,852771.00,93386952.21,3.04
2021-02-03,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,343221.00,90414708.03,2.95
2021-02-03,ARKF,YEAHKA LTD,9923,BL58D39,7065600.00,81535970.28,2.66
2021-02-03,ARKF,TWILIO INC - A,TWLO,90138F102,203583.00,79295578.50,2.59
2021-02-03,ARKF,SNAP INC - A,SNAP,83304A106,1301186.00,77108282.36,2.51
2021-02-03,ARKF,AMAZON.COM INC,AMZN,023135106,21946.00,72696783.38,2.37
2021-02-03,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,10676045.00,71688745.55,2.34
2021-02-03,ARKF,Z HOLDINGS CORP,4689,6084848,9945830.00,67040963.87,2.19
